Temperature,Revenue,Product
24.80257679,563.3012801,Product 1
18.60275025,472.5493427,Product 1
25.8659433,596.9842407,Product 1
26.25074588,596.8891052,Product 1
13.36431317,268.9291794,Product 1
21.54045905,528.1162401,Product 1
27.12812867,627.6508336,Product 1
26.9441229,618.1720908,Product 1
38.14633277,850.2469822,Product 1
4.236464973,118.8121496,Product 1
9.403479209,278.0627594,Product 1
20.15334527,449.1128688,Product 1
19.72133149,448.9304429,Product 1
19.19495126,463.0656143,Product 1
19.17204498,474.832244,Product 1
36.11656147,824.9543567,Product 1
23.41086133,553.1196514,Product 1
29.91930886,696.6401775,Product 1
32.00436506,675.807151,Product 1
29.76822349,695.8512979,Product 1
11.13270573,288.1581451,Product 1
23.38514451,506.4321353,Product 1
27.70505923,618.4572771,Product 1
15.04792332,367.0523757,Product 1
6.352459369,191.6233119,Product 1
14.2635406,334.4337199,Product 1
25.42294716,583.7597813,Product 1
24.72715441,538.1796842,Product 1
16.30012497,394.1686196,Product 1
18.14895234,473.5681122,Product 1
18.57811922,427.1383693,Product 1
32.33480808,747.9632701,Product 1
7.561124941,212.4835594,Product 1
31.47122432,691.5165411,Product 1
28.33536277,632.901914,Product 1
17.63693676,448.5499609,Product 1
21.70395288,521.6728037,Product 1
18.46290678,437.8287103,Product 1
32.47979434,706.7246037,Product 1
17.36073198,405.2503868,Product 1
21.00704512,503.0842679,Product 1
23.57711325,570.9909316,Product 1
30.76273994,706.3649044,Product 1
22.6785601,543.9850584,Product 1
28.85519147,641.0253891,Product 1
9.651495249,274.6789209,Product 1
18.50623116,420.9664529,Product 1
5.338412673,145.6253019,Product 1
35.4581362,828.2960767,Product 1
24.77819856,594.8048712,Product 1
24.62861149,603.3053386,Product 1
28.4917635,651.486741,Product 1
24.94971519,607.5421478,Product 1
25.44824,625.8464212,Product 1
22.24873896,535.8667293,Product 1
24.76187643,530.7482251,Product 1
22.44803391,535.7089203,Product 1
35.03345633,781.9837945,Product 1
33.7442087,797.566536,Product 1
22.52674945,521.2673794,Product 1
28.46493296,607.8391938,Product 1
23.49753209,534.3645388,Product 1
26.07840506,599.2782774,Product 1
28.86558895,662.5589903,Product 1
22.14631706,512.5881071,Product 1
26.33705248,574.4233102,Product 1
25.00237968,550.7014036,Product 1
26.4560508,554.7429738,Product 1
22.18951589,496.4613625,Product 1
15.52116187,350.6290364,Product 1
17.6568394,409.4028016,Product 1
28.72991474,631.3182368,Product 1
27.52923218,661.4675188,Product 1
27.18851714,642.3498137,Product 1
10.40342267,321.7500343,Product 1
17.58837197,412.0650006,Product 1
24.52184673,538.31289,Product 1
37.99863474,857.5266413,Product 1
16.95477783,425.2655958,Product 1
7.745285959,198.1215634,Product 1
5.858454276,170.2377561,Product 1
26.85972289,599.1163601,Product 1
24.49347704,558.636932,Product 1
21.90251935,550.4412717,Product 1
30.02820743,714.5600563,Product 1
21.28191601,526.7008607,Product 1
32.46497067,759.3774317,Product 1
17.09064457,441.5087331,Product 1
33.31499762,756.0377021,Product 1
23.4125478,542.8391063,Product 1
18.97799114,454.1892673,Product 1
12.27096675,335.1568558,Product 1
25.19142452,575.176896,Product 1
27.06860738,594.6510092,Product 1
25.72547019,621.9692088,Product 1
22.31107869,520.3924054,Product 1
25.11606991,587.2212461,Product 1
22.15258869,537.7661123,Product 1
28.29868977,639.5380115,Product 1
21.71200518,467.4023646,Product 1
15.11819661,374.9557024,Product 1
25.37410906,604.6266727,Product 1
18.43998163,463.4805082,Product 1
22.87056201,550.055216,Product 1
14.36142415,315.6465807,Product 1
7.261348397,223.4350161,Product 1
25.22777375,563.2509867,Product 1
20.97115284,489.3152348,Product 1
19.77514871,458.860905,Product 1
41.92444647,965.4930396,Product 1
28.64919191,689.8516908,Product 1
29.24175192,678.7513876,Product 1
15.84302201,379.5642675,Product 1
20.89871624,508.7204715,Product 1
30.45673953,684.8030705,Product 1
24.81875357,598.6761971,Product 1
19.84924077,416.8486183,Product 1
22.11870569,571.7642733,Product 1
34.0616734,771.7895369,Product 1
9.557275885,235.3646433,Product 1
25.55120003,579.3073878,Product 1
19.06659113,406.516091,Product 1
23.08766377,536.2081816,Product 1
8.033152964,249.8842521,Product 1
29.70702382,702.9940111,Product 1
12.18941793,335.770416,Product 1
35.09479555,807.5412872,Product 1
24.96044566,564.3105317,Product 1
38.18519935,856.3033039,Product 1
18.98527518,482.5719881,Product 1
18.70847606,436.9513113,Product 1
7.223377163,216.183462,Product 1
12.70471774,295.3396989,Product 1
24.5288527,594.1103517,Product 1
39.76412854,935.7172907,Product 1
30.24724825,648.4536093,Product 1
24.47243216,596.8767502,Product 1
20.24414985,498.2521461,Product 1
20.22642046,475.5382094,Product 1
14.89697237,384.6994155,Product 1
28.78743552,633.5040087,Product 1
29.70418303,659.8732869,Product 1
26.36974685,609.4174787,Product 1
6.775206313,199.5552938,Product 1
23.24671713,555.245217,Product 1
24.30829573,594.3116748,Product 1
25.71796257,572.5370483,Product 1
21.68442569,478.5985086,Product 1
26.19166817,563.3816326,Product 1
21.6018917,545.9039291,Product 1
18.88371892,444.8268017,Product 1
0.267027698,32.54661902,Product 1
19.61787546,506.2223794,Product 1
20.10390047,491.4304998,Product 1
23.98464085,559.1358692,Product 1
29.25112258,697.1474728,Product 1
34.86070051,798.0597179,Product 1
11.17715183,278.7319615,Product 1
26.12624136,594.8724701,Product 1
39.8593964,875.0193476,Product 1
20.41103121,513.8043817,Product 1
17.87119907,440.6778286,Product 1
18.34681936,410.860905,Product 1
9.900293264,256.772593,Product 1
25.05628082,583.8552306,Product 1
12.08460133,278.4182651,Product 1
36.99708394,851.3430963,Product 1
14.73182422,322.9839774,Product 1
7.107491008,221.400252,Product 1
38.09660871,819.1175879,Product 1
26.9236056,644.4886327,Product 1
12.43313955,283.6796571,Product 1
10.11973687,276.3733742,Product 1
17.57423462,402.7931738,Product 1
12.06247527,300.9322734,Product 1
30.40761507,690.7892959,Product 1
7.335445007,192.3419961,Product 1
22.63297707,546.6938576,Product 1
28.04640445,665.6726764,Product 1
33.51453981,750.4447328,Product 1
24.24037247,569.6187562,Product 1
38.62886243,916.648613,Product 1
0,10,Product 1
24.34910395,572.6720474,Product 1
26.16885914,658.6004564,Product 1
5.307507347,242.5098553,Product 1
17.99701481,441.0029443,Product 1
30.96508651,702.6236136,Product 1
29.7185162,643.0909437,Product 1
32.64993621,818.135393,Product 1
21.12912561,493.2266364,Product 1
18.55163953,443.1136034,Product 1
14.55121221,323.9446718,Product 1
41.76658912,969.2916296,Product 1
27.11773949,658.5937316,Product 1
20.01638438,477.3151879,Product 1
20.56301483,425.0120182,Product 1
27.51664567,649.729072,Product 1
30.22810362,679.7120584,Product 1
21.67989703,505.7438672,Product 1
20.05018591,473.4996311,Product 1
17.29920384,405.9151588,Product 1
17.19943002,428.8543561,Product 1
35.44454622,800.2024937,Product 1
19.11365281,445.7723999,Product 1
18.95252067,450.708589,Product 1
26.12213765,617.1007232,Product 1
19.98286779,541.2936627,Product 1
27.72143999,654.8949545,Product 1
21.02639814,521.7754452,Product 1
25.3804373,603.3246306,Product 1
24.11359659,588.5275513,Product 1
27.5990664,634.1219776,Product 1
8.756004031,246.7871609,Product 1
27.54196095,640.1770588,Product 1
15.91667782,381.0433769,Product 1
17.18894776,390.8791194,Product 1
28.79315859,654.1293765,Product 1
17.13279538,412.082357,Product 1
8.79430294,264.123914,Product 1
31.03033279,684.1584437,Product 1
19.20297003,459.7353497,Product 1
27.12941186,615.1753845,Product 1
30.08108934,698.9718063,Product 1
45,1000,Product 1
18.90848865,449.8133003,Product 1
15.10292191,322.888783,Product 1
21.89743267,493.4202188,Product 1
29.50819457,629.8937918,Product 1
19.2786717,452.6263171,Product 1
29.87997288,683.5447809,Product 1
21.61064376,537.6648006,Product 1
24.98851899,608.6299921,Product 1
31.16003022,746.9463889,Product 1
34.67804648,756.9625616,Product 1
20.90057478,491.2306027,Product 1
37.12707034,892.9477198,Product 1
26.36052065,646.2669458,Product 1
35.33120818,804.2600255,Product 1
24.48490862,526.5470649,Product 1
38.66820248,891.4136462,Product 1
28.90019172,636.298374,Product 1
12.12301401,297.0254137,Product 1
11.5951027,257.078777,Product 1
17.45516162,391.7152986,Product 1
20.89661921,494.6274373,Product 1
40.30376781,926.0671533,Product 1
26.53021877,612.2437215,Product 1
39.5131548,898.805423,Product 1
22.39797728,489.5690899,Product 1
9.309345599,291.7230401,Product 1
19.49474317,429.4357021,Product 1
22.22512228,500.0657787,Product 1
18.88716165,475.2133537,Product 1
21.75209218,530.356713,Product 1
18.15921677,453.7856066,Product 1
14.86610347,296.9065323,Product 1
28.82975908,682.8085663,Product 1
25.33342015,581.2620157,Product 1
18.50836039,432.8197952,Product 1
22.48279827,507.900282,Product 1
30.08518963,691.8554843,Product 1
16.99788893,448.3259814,Product 1
27.28106383,612.2419632,Product 1
4.865873622,188.1513313,Product 1
23.40725697,501.34533,Product 1
12.30161489,333.3342585,Product 1
32.63285815,793.079011,Product 1
16.70385182,379.318226,Product 1
26.96421749,581.0740052,Product 1
23.82492237,584.399945,Product 1
34.47216919,809.3525195,Product 1
23.05621357,552.8193512,Product 1
14.93150577,377.4309279,Product 1
25.11206572,571.4342569,Product 1
22.27489926,524.7463643,Product 1
32.89309211,755.8183987,Product 1
12.58815695,306.0907189,Product 1
22.36240237,566.2173038,Product 1
28.95773632,655.6603879,Product 1
